Bank Number	Block Num	String Index	Line First Char	Portrait Id	Extracted String	
6	0	71	0	0	为	
6	0	72	0	0	装备了	
6	0	73	0	0		
6	0	74	0	0		
6	0	75	0	0		
6	0	76	0	0		
6	0	77	0	0		
6	0	78	0	0		
6	0	79	0	0		
6	1	0	0	0	无	
6	1	1	0	0	愤怒头盔	
6	1	2	0	0	力量头盔	
6	1	3	0	0	狮心头盔	
6	1	4	0	0	白魂头盔	
6	1	5	0	0	光铸头盔	
6	1	6	0	0	山脉头盔	
6	1	7	0	0	勇气头盔	
6	1	8	0	0	恶魔颅壳	
6	1	9	0	0	督军头盔	
6	1	10	0	0	巨兽头盔	
6	1	11	0	0	炽热头盔	
6	1	12	0	0	暴君之冠	
6	1	13	0	0	寒霜皇冠	
6	1	14	0	0	狂暴者	
6	1	15	0	0	密林头盔	
6	1	16	0	0	元素罩帽	
6	1	17	0	0	炽热头盔	
6	1	18	0	0	薄鳞头盔	
6	1	19	0	0	双链罩帽	
6	1	20	0	0	脱环罩盔	
6	1	21	0	0	元帅面具	
6	1	22	0	0	苍白头盔	
6	1	23	0	0	百灵头盔	
6	1	24	0	0	盗贼头盔	
6	1	25	0	0	符文头盔	
6	1	26	0	0	火痕头盔	
6	1	27	0	0	火石头盔	
6	1	28	0	0	巨龙之冠	
6	1	29	0	0	飓风头盔	
6	1	30	0	0	守卫头盔	
6	1	31	0	0	奥术头冠	
6	1	32	0	0	绸缎罩帽	
6	1	33	0	0	丝质罩帽	
6	1	34	0	0	恶魔之心	
6	1	35	0	0	烈焰之眼	
6	1	36	0	0	水晶头冠	
6	1	37	0	0	预言头饰	
6	1	38	0	0	博学者	
6	1	39	0	0	惩戒透镜	
6	1	40	0	0	鬼雾面具	
6	1	41	0	0	裹尸布	
6	1	42	0	0	教皇毡帽	
6	1	43	0	0	虔诚头冠	
6	1	44	0	0	少校头冠	
6	1	45	0	0	神圣头巾	
6	1	46	0	0	星火头冠	
6	1	47	0	0	血红毡帽	
6	1	48	0	0	珠光头饰	
6	1	49	0	0	主教之冠	
6	1	50	0	0	丝质头巾	
6	1	51	0	0	头巾斗篷	
6	1	52	0	0	镶边帽	
6	1	53	0	0	斜纹头巾	
6	1	54	0	0	针织帽	
6	1	55	0	0	交织兜帽	
6	2	0	0	0	无	
6	2	1	0	0	巨龙胸甲	
6	2	2	0	0	秩序胸甲	
6	2	3	0	0	光铸胸甲	
6	2	4	0	0	充能胸甲	
6	2	5	0	0	希尔之壳	
6	2	6	0	0	海蛇护甲	
6	2	7	0	0	合金胸甲	
6	2	8	0	0	克罗胸甲	
6	2	9	0	0	萨满板甲	
6	2	10	0	0	卡什甲壳	
6	2	11	0	0	亡骨胸甲	
6	2	12	0	0	勇气胸甲	
6	2	13	0	0	真银胸甲	
6	2	14	0	0	板甲外衣	
6	2	15	0	0	板甲护胸	
6	2	16	0	0	〇长护甲	
6	2	17	0	0	海蛇胸甲	
6	2	18	0	0	骑士胸甲	
6	2	19	0	0	恶魔板甲	
6	2	20	0	0	鬼魂板甲	
6	2	21	0	0	崇高胸甲	
6	2	22	0	0	巨神护甲	
6	2	23	0	0	圣殿胸甲	
6	2	24	0	0	冰鳞甲	
6	2	25	0	0	督军链甲	
6	2	26	0	0	巨兽胸甲	
6	2	27	0	0	免伤锁甲	
6	2	28	0	0	野蛮链甲	
6	2	29	0	0	阿塔胸甲	
6	2	30	0	0	淬火锁甲	
6	2	31	0	0	复仇者	
6	2	32	0	0	孤幻之甲	
6	2	33	0	0	骨片锁甲	
6	2	34	0	0	海蓝护甲	
6	2	35	0	0	龙鳞胸甲	
6	2	36	0	0	绿影之甲	
6	2	37	0	0	鳞片护甲	
6	2	38	0	0	抛龙胸甲	
6	2	39	0	0	踏铁锁甲	
6	2	40	0	0	脊光胸甲	
6	2	41	0	0	队长链甲	
6	2	42	0	0	食魔锁甲	
6	2	43	0	0	链甲外套	
6	2	44	0	0	死寒护甲	
6	2	45	0	0	死灵胸甲	
6	2	46	0	0	肋梦者	
6	2	47	0	0	铁塞之嗜	
6	2	48	0	0	血链锁甲	
6	2	49	0	0	野蛮锁甲	
6	2	50	0	0	银鳞胸甲	
6	2	51	0	0	暗奥胸甲	
6	2	52	0	0	巫血胸甲	
6	2	53	0	0	龙皮胸甲	
6	2	54	0	0	帅皮甲	
6	2	55	0	0	百灵上衣	
6	2	56	0	0	苍白护甲	
6	2	57	0	0	黑毒护甲	
6	2	58	0	0	恐幻皮甲	
6	2	59	0	0	雷暴护甲	
6	2	60	0	0	烈焰行者	
6	2	61	0	0	蘑菇之皮	
6	2	62	0	0	墓碑护甲	
6	2	63	0	0	宁牛胸甲	
6	2	64	0	0	深静胸甲	
6	2	65	0	0	羽王之皮	
6	2	66	0	0	迅夜外套	
6	2	67	0	0	塔风皮甲	
6	2	68	0	0	铁阴胸甲	
6	2	69	0	0	星光外套	
6	2	70	0	0	熊影外套	
6	2	71	0	0	野性之心	
6	2	72	0	0	袍毒护甲	
6	2	73	0	0	阴饰胸甲	
6	2	74	0	0	战兰背心	
6	2	75	0	0	波动长纳	
6	2	76	0	0	奥仰虚	
6	2	77	0	0	大法师纳	
6	2	78	0	0	洞察法纳	
6	2	79	0	0	绸缎长纳	
6	2	80	0	0	恶魔长纳	
6	2	81	0	0	信冬外衣	
6	2	82	0	0	团空法纳	
6	2	83	0	0	预言法衣	
6	2	84	0	0	恒夜法纳	
6	2	85	0	0	骨堆长纳	
6	2	86	0	0	鬼雾长纳	
6	2	87	0	0	寒冰法纳	
6	2	88	0	0	皇冠法纳	
6	2	89	0	0	军邮长纳	
6	2	90	0	0	虔诚长纳	
6	2	91	0	0	心灵长纳	
6	2	92	0	0	永月法纳	
6	2	93	0	0	尊差外套	
6	2	94	0	0	贵布长纳	
6	2	95	0	0	蓟纱法纳	
6	2	96	0	0	长者长纳	
6	2	97	0	0	活力外套	
6	2	98	0	0	暖皮外套	
6	2	99	0	0	夜空长纳	
6	2	100	0	0	夜空护甲	
6	2	101	0	0	白色布彩	
6	2	102	0	0	保厚恒衣	
6	2	103	0	0	薄布甲	
6	2	104	0	0	礼色长纳	
6	2	105	0	0	赤色外衣	
6	2	106	0	0	雪白长纳	
6	2	107	0	0	夹布护甲	
6	2	108	0	0	机织外衣	
6	2	109	0	0	燃服烧克	
6	2	110	0	0	麻布外衣	
6	2	111	0	0	破布外衣	
6	2	112	0	0	普通长纳	
6	2	113	0	0	亚蛛长纳	
6	2	114	0	0	软布甲	
6	2	115	0	0	丝质外衣	
6	2	116	0	0	双线长纳	
6	2	117	0	0	学徒法纳	
6	2	118	0	0	蘑师纳	
6	2	119	0	0	针织外衣	
6	2	120	0	0	网麻外衣	
6	2	121	0	0	侍僧长纳	
6	2	122	0	0	斜纹外衣	
6	2	123	0	0	棉帆长纳	
6	2	124	0	0	云布外套	
6	2	125	0	0	铠布外衣	
6	2	126	0	0	学徒长纳	
6	2	127	0	0	初学长纳	
6	2	128	0	0	见习长纳	
6	3	0	0	0	无	
6	3	1	0	0	肋傀腿甲	
6	3	2	0	0	召火腿甲	
6	3	3	0	0	秩序腿儡	
6	3	4	0	0	虫壳护腿	
6	3	5	0	0	光铸腿儡	
6	3	6	0	0	翼怨护腿	
6	3	7	0	0	魔盐护腿	
6	3	8	0	0	银甲护腿	
6	3	9	0	0	永月腿儡	
6	3	10	0	0	勇气腿儡	
6	3	11	0	0	元素护腿	
6	3	12	0	0	挑灵腿甲	
6	3	13	0	0	统帅护腿	
6	3	14	0	0	符记腿儡	
6	3	15	0	0	宝石腿甲	
6	3	16	0	0	使者护腿	
6	3	17	0	0	轻型护腿	
6	3	18	0	0	鬃战者	
6	3	19	0	0	将军护腿	
6	3	20	0	0	歌窟腿甲	
6	3	21	0	0	毁灭护腿	
6	3	22	0	0	火漩护腿	
6	3	23	0	0	梦涡护腿	
6	3	24	0	0	双链护腿	
6	3	25	0	0	逐灼护腿	
6	3	26	0	0	银贵护腿	
6	3	27	0	0	短风护腿	
6	3	28	0	0	裤鳞护腿	
6	3	29	0	0	礼色护腿	
6	3	30	0	0	鳞甲笨尖	
6	3	31	0	0	刺重护腿	
6	3	32	0	0	强化护腿	
6	3	33	0	0	亮鳞腿甲	
6	3	34	0	0	野兰护腿	
6	3	35	0	0	宽劣链甲	
6	3	36	0	0	薄鳞笨尖	
6	3	37	0	0	尘松笨尖	
6	3	38	0	0	褶质链甲	
6	3	39	0	0	束皮锁甲	
6	3	40	0	0	卡虚护腿	
6	3	41	0	0	龙皮腿甲	
6	3	42	0	0	杀手笨尖	
6	3	43	0	0	裙世肆牙	
6	3	44	0	0	放剑护腿	
6	3	45	0	0	风鳞布牙	
6	3	46	0	0	鬼影护腿	
6	3	47	0	0	宽浸护腿	
6	3	48	0	0	油圣护腿	
6	3	49	0	0	暴龙护腿	
6	3	50	0	0	旅蜥护腿	
6	3	51	0	0	杀手护腿	
6	3	52	0	0	雷暴笨尖	
6	3	53	0	0	蜴行皮尖	
6	3	54	0	0	蘑菇皮尖	
6	3	55	0	0	龙皮护腿	
6	3	56	0	0	生命护腿	
6	3	57	0	0	苔藓皮尖	
6	3	58	0	0	争谷护腿	
6	3	59	0	0	熊影笨尖	
6	3	60	0	0	战兰热尖	
6	3	61	0	0	战荒护腿	
6	3	62	0	0	织漩护腿	
6	3	63	0	0	奥术护腿	
6	3	64	0	0	恶魔之心	
6	3	65	0	0	法力护腿	
6	3	66	0	0	风暴护腿	
6	3	67	0	0	魔能护腿	
6	3	68	0	0	预言笨尖	
6	3	69	0	0	毒纹马尖	
6	3	70	0	0	博学护腿	
6	3	71	0	0	芜风长尖	
6	3	72	0	0	骨烟笨尖	
6	3	73	0	0	鬼灵护腿	
6	3	74	0	0	鬼雾护腿	
6	3	75	0	0	裹灵护腿	
6	3	76	0	0	雨捕护腿	
6	3	77	0	0	教士长尖	
6	3	78	0	0	幻浸护腿	
6	3	79	0	0	虔诚长牙	
6	3	80	0	0	神圣护腿	
6	3	81	0	0	石纹护腿	
6	3	82	0	0	天空护腿	
6	3	83	0	0	法师护腿	
6	3	84	0	0	吸血笨尖	
6	3	85	0	0	尊差长尖	
6	3	86	0	0	福行护腿	
6	3	87	0	0	贵布护腿	
6	3	88	0	0	布质笨尖	
6	3	89	0	0	薄布笨尖	
6	3	90	0	0	赤色笨尖	
6	3	91	0	0	夹布笨尖	
6	3	92	0	0	织布笨尖	
6	3	93	0	0	网麻笨尖	
6	3	94	0	0	紧口笨尖	
6	3	95	0	0	燃服笨尖	
6	3	96	0	0	破布笨尖	
6	3	97	0	0	破尖子	
6	3	98	0	0	披兽笨尖	
6	3	99	0	0	初学笨尖	
6	3	100	0	0	劣客笨尖	
6	3	101	0	0	盗贼笨尖	
6	3	102	0	0	云布笨尖	
6	3	103	0	0	棉从笨尖	
6	3	104	0	0	棉帆笨尖	
6	3	105	0	0	新兵笨尖	
6	4	0	0	0	无	
6	4	1	0	0	祝垒谐风	
6	4	2	0	0	蓬幽谐风	
6	4	3	0	0	野性之皮	
6	4	4	0	0	强者斗篷	
6	4	5	0	0	毒贵谐风	
6	4	6	0	0	壁尚谐风	
6	4	7	0	0	和木谐风	
6	4	8	0	0	脉动谐风	
6	4	9	0	0	监护谐风	
6	4	10	0	0	看守斗篷	
6	4	11	0	0	先知谐风	
6	4	12	0	0	石像斗篷	
6	4	13	0	0	霜纹斗虎	
6	4	14	0	0	血贵谐风	
6	4	15	0	0	简灵谐风	
6	4	16	0	0	罗仰谐风	
6	4	17	0	0	烈焰谐风	
6	4	18	0	0	高徽斗篷	
6	4	19	0	0	绿影斗篷	
6	4	20	0	0	皇家谐风	
6	4	21	0	0	火灵斗篷	
6	4	22	0	0	火焰谐风	
6	4	23	0	0	流火谐风	
6	4	24	0	0	影毛谐风	
6	4	25	0	0	纺击谐风	
6	4	26	0	0	军士斗篷	
6	4	27	0	0	保厚谐风	
6	4	28	0	0	薄谐风	
6	4	29	0	0	布织谐风	
6	4	30	0	0	步兵谐风	
6	4	31	0	0	恶魔之伤	
6	4	32	0	0	皮质谐风	
6	4	33	0	0	法师谐风	
6	4	34	0	0	损易斗篷	
6	4	35	0	0	碎记谐风	
6	4	36	0	0	精兵谐风	
6	4	37	0	0	久战斗篷	
6	4	38	0	0	军校谐风	
6	4	39	0	0	战士谐风	
6	4	40	0	0	浪者谐风	
6	4	41	0	0	炎狩斗篷	
6	4	42	0	0	磨猎斗篷	
6	4	43	0	0	破著谐风	
6	4	44	0	0	日羊谐风	
6	4	45	0	0	山地谐风	
6	4	46	0	0	工皮谐风	
6	4	47	0	0	水草谐风	
6	4	48	0	0	旧鲁谐风	
6	4	49	0	0	天然谐风	
6	4	50	0	0	土刀斗篷	
6	4	51	0	0	雪怪谐风	
6	4	52	0	0	硬炎谐风	
6	4	53	0	0	网麻谐风	
6	4	54	0	0	原始斗篷	
6	4	55	0	0	薄鳞谐风	
6	4	56	0	0	铠布谐风	
6	4	57	0	0	刃皮谐风	
6	4	58	0	0	褶质谐风	
6	5	0	0	0	无	
6	5	1	0	0	破坏油	
6	5	2	0	0	米斯蝴蝶	
6	5	3	0	0	穷村油	
6	5	4	0	0	钉陆蝶	
6	5	5	0	0	魔油	
6	5	6	0	0	有机油	
6	5	7	0	0	水晶油	
6	5	8	0	0	业力油	
6	5	9	0	0	古代油	
6	5	10	0	0	黄福	
6	5	11	0	0	昏棒	
6	5	12	0	0	创奥守行	
6	5	13	0	0	启示录油	
6	5	14	0	0	天枪傀油	
6	5	15	0	0	诸神突农	
6	5	16	0	0	锤世兵器	
6	5	17	0	0	加德林剪	
6	5	18	0	0	炮击机剪	
6	5	19	0	0	加锯球臂	
6	5	20	0	0	原子能射	
6	5	21	0	0	强力火钻	
6	5	22	0	0	电孔手箭	
6	5	23	0	0	微型雷拳	
6	5	24	0	0	AM加锯钻	
6	5	25	0	0	多管机剪	
6	5	26	0	0	榴叉手箭	
6	5	27	0	0	量化火终	
6	5	28	0	0	金刚飞章	
6	5	29	0	0	高能革弹	
6	5	30	0	0	著骨巨属	
6	5	31	0	0	爪极拳线	
6	5	32	0	0	失落乐摩	
6	5	33	0	0	皮恺手套	
6	5	34	0	0	金撒章套	
6	5	35	0	0	米斯蝴珍	
6	5	36	0	0	高级手套	
6	5	37	0	0	纺珍	
6	5	38	0	0	榴石章套	
6	5	39	0	0	龙珍	
6	5	40	0	0	水晶手套	
6	5	41	0	0	杖托手套	
6	5	42	0	0	白金手套	
6	5	43	0	0	棱聪指套	
6	5	44	0	0	军手	
6	5	45	0	0	绝地章套	
6	5	46	0	0	大师之章	
6	5	47	0	0	神之手	
6	5	48	0	0	慧视之心	
6	5	49	0	0	守护之妖	
6	5	50	0	0	米斯蝴妖	
6	5	51	0	0	金撒手妖	
6	5	52	0	0	臂击之妖	
6	5	53	0	0	伞柱妖	
6	5	54	0	0	极地之妖	
6	5	55	0	0	蘑师手妖	
6	5	56	0	0	曼梳之妖	
6	5	57	0	0	赛精物语	
6	5	58	0	0	福夫	
6	5	59	0	0	公主护妖	
6	5	60	0	0	米斯蝴烧	
6	5	61	0	0	榴石发饰	
6	5	62	0	0	银色发烧	
6	5	63	0	0	金色发烧	
6	5	64	0	0	网达角烧	
6	5	65	0	0	水晶扩子	
6	5	66	0	0	魔法扩子	
6	5	67	0	0	白金发烧	
6	5	68	0	0	神圣发烧	
6	5	69	0	0	发饰	
6	5	70	0	0	螺拉贝扩	
6	5	71	0	0	巨兽之麦	
6	5	72	0	0	守护发烧	
6	5	73	0	0	最爪满贵	
6	5	74	0	0	突呐音器	
6	5	75	0	0	踏呐音器	
6	5	76	0	0	抛呐音器	
6	5	77	0	0	红呐音器	
6	5	78	0	0	晶呐音器	
6	5	79	0	0	白呐音器	
6	5	80	0	0	黑呐音器	
6	5	81	0	0	银呐音器	
6	5	82	0	0	法喊矛	
6	5	83	0	0	金呐音器	
6	5	84	0	0	战斗号麦	
6	5	85	0	0	星光砍克	
6	5	86	0	0	生命戟柄	
6	5	87	0	0	剪斧	
6	5	88	0	0	拖杀之剪	
6	5	89	0	0	三属青	
6	5	90	0	0	长画隆	
6	5	91	0	0	阴盐劣剪	
6	5	92	0	0	蛇斧	
6	5	93	0	0	标剪	
6	5	94	0	0	强化长剪	
6	5	95	0	0	基把	
6	5	96	0	0	龙剪	
6	5	97	0	0	维龙贵蝶	
6	5	98	0	0	方天列青	
6	5	99	0	0	泡滴之剪	
6	5	100	0	0	泪虚垒音	
6	6	0	0	0	无	
6	6	1	0	0	火魔石	
6	6	2	0	0	水魔石	
6	6	3	0	0	雷魔石	
6	6	4	0	0	风魔石	
6	6	5	0	0	地魔石	
6	6	6	0	0	光魔石	
6	6	7	0	0	毒魔石	
6	7	0	0	0	无	
6	7	1	0	0	火球术	
6	7	2	0	0	喷羊术	
6	7	3	0	0	火羊风暴	
6	7	4	0	0	喷羊亚蛛	
6	7	5	0	0	火龙术	
6	7	6	0	0	喷羊风暴	
6	7	7	0	0	火羊旋灼	
6	7	8	0	0	羊暴术	
6	7	9	0	0	喷羊飓风	
6	7	10	0	0	水」	
6	7	11	0	0	水波术	
6	7	12	0	0	心之水0xbc-0xfc|	
6	7	13	0	0	水柱	
6	7	14	0	0	水龙术	
6	7	15	0	0	水气弹	
6	7	16	0	0	女神之0xbc-0xfd|	
6	7	17	0	0	0xbc-0xfe|水术	
6	7	18	0	0	暴风福	
6	7	19	0	0	电光术	
6	7	20	0	0	闪电	
6	7	21	0	0	电气一闪	
6	7	22	0	0	十万伏特	
6	7	23	0	0	雷电	
6	7	24	0	0	电气风暴	
6	7	25	0	0	强力雷击	
6	7	26	0	0	雷暴术	
6	7	27	0	0	狂雷电闪	
6	7	28	0	0	风沙术	
6	7	29	0	0	旋风	
6	7	30	0	0	治愈之风	
6	7	31	0	0	龙卷风	
6	7	32	0	0	狂风暴击	
6	7	33	0	0	台风	
6	7	34	0	0	飞沙走石	
6	7	35	0	0	流沙龙	
6	7	36	0	0	风神之怒	
6	7	37	0	0	落岩术	
6	7	38	0	0	致命地击	
6	7	39	0	0	地龙	
6	7	40	0	0	地裂术	
6	7	41	0	0	地震	
6	7	42	0	0	榴地暴击	
6	7	43	0	0	致死冲击	
6	7	44	0	0	地心压制	
6	7	45	0	0	天崩地裂	
6	7	46	0	0	治疗术	
6	7	47	0	0	心灵震击	
6	7	48	0	0	祈祷	
6	7	49	0	0	大祈祷	
6	7	50	0	0	极光术	
6	7	51	0	0	魔法光弹	
6	7	52	0	0	神圣祝垒	
6	7	53	0	0	神圣惩戒	
6	7	54	0	0	神圣之光	
6	7	55	0	0	袍影	
6	7	56	0	0	毒影术	
6	7	57	0	0	黑色旋风	
6	7	58	0	0	吞噬之灵	
6	7	59	0	0	死灵冲击	
6	7	60	0	0	黑龙弹	
6	7	61	0	0	魔闪光	
6	7	62	0	0	死绿光线	
6	7	63	0	0	恶魔之力	
6	8	0	0	0	无	
6	8	1	0	0	草药	
6	8	2	0	0	药粉	
6	8	3	0	0	伤药	
6	8	4	0	0	大伤药	
6	8	5	0	0	灵药	
6	8	6	0	0	仙灵药	
6	8	7	0	0	神药	
6	8	8	0	0	气丸	
6	8	9	0	0	活气丸	
6	8	10	0	0	复活草	
6	8	11	0	0	闪光粉	
6	8	12	0	0	生命之果	
6	8	13	0	0	力量之果	
6	8	14	0	0	防御之果	
6	8	15	0	0	智力之果	
6	8	16	0	0	抗性之果	
6	8	17	0	0	敏捷之果	
6	8	18	0	0	三个电池	
6	8	19	0	0	鸟吸引器	
6	8	20	0	0	戴恩首饰	
6	8	21	0	0	关键之石	
6	8	22	0	0	黑魔石	
6	8	23	0	0	贵之竖琴	
6	8	24	0	0	61层钥匙	
6	8	25	0	0	62层钥匙	
6	8	26	0	0	64层钥匙	
6	8	27	0	0	65层钥匙	
6	8	28	0	0	66层钥匙	
6	8	29	0	0	68层钥匙	
6	8	30	0	0	滑雪板	
6	8	31	0	0	地图	
6	9	0	0	0	没有东西	
6	9	1	0	0	单体HP100回复	
6	9	2	0	0	单体HP200回复	
6	9	3	0	0	单体HP500回复	
6	9	4	0	0	单体HP全回复	
6	9	5	0	0	全体HP200回复	
6	9	6	0	0	全体HP400回复	
6	9	7	0	0	全体HP全回复	
6	9	8	0	0	魔法CP恢复5	
6	9	9	0	0	魔法CP全恢复	
6	9	10	0	0	单体解除战斗不能状态	
6	9	11	0	0	全体战斗中逃跑	
6	9	12	0	0	单体HP最大值+5	
6	9	13	0	0	单体提升力量值1点	
6	9	14	0	0	单体提升防御值1点	
6	9	15	0	0	单体提升智力值1点	
6	9	16	0	0	单体提升抗性值1点	
6	9	17	0	0	单体提升敏捷值1点	
6	9	18	0	0	提供电力	
6	9	19	0	0	披捉创行鸟必备	
6	9	20	0	0	戴恩的遗物	
6	9	21	0	0	古代众神殿的秘密	
6	9	22	0	0	未知	
6	9	23	0	0	唤醒沉睡森林	
6	9	24	0	0	打开61层的钥匙卡	
6	9	25	0	0	打开62层的钥匙卡	
6	9	26	0	0	打开64层的钥匙卡	
6	9	27	0	0	打开65层的钥匙卡	
6	9	28	0	0	打开66层的钥匙卡	
6	9	29	0	0	打开68层的钥匙卡	
6	9	30	0	0	 	
6	9	31	0	0	 	
6	10	0	0	0	南晶科技	
6	10	1	0	0	克劳德	
6	10	2	0	0	巴雷特	
6	10	3	0	0	蒂花	
6	10	4	0	0	艾丽丝	
6	10	5	0	0	赤红十三	
6	10	6	0	0	凯西	
6	10	7	0	0	希德	
6	10	8	0	0	哨兵	
6	10	9	0	0	守卫铁蝎	
6	10	10	0	0	气电士兵	
6	10	11	0	0	雷龙	
6	10	12	0	0	仆人	
6	10	13	0	0	索特	
6	10	14	0	0	科奇	
6	10	15	0	0	苹果号	
6	10	16	0	0	死神号	
6	10	17	0	0	四麦电神	
6	10	18	0	0	蝴费斯	
6	10	19	0	0	夜豹	
6	10	20	0	0	刚球	
6	10	21	0	0	大海怪	
6	10	22	0	0	杰诺娃	
6	10	23	0	0	戴恩	
6	10	24	0	0	蝴德	
6	10	25	0	0	亡灵之王	
6	10	26	0	0	亡灵	
6	10	27	0	0	布莱尔	
6	10	28	0	0	红龙	
6	10	29	0	0	时光魔神	
6	10	30	0	0	影子	
6	10	31	0	0	萨菲罗斯	
6	10	32	0	0	萨菲罗斯	
6	10	33	0	0	单盐天使	
6	10	34	0	0	大蟒蛇	
6	10	35	0	0	菇蜂	
6	10	36	0	0	鬼猴	
6	10	37	0	0	瘟疫鼠	
6	10	38	0	0	泥魔怪	
6	10	39	0	0	野山猪	
6	10	40	0	0	简灵球	
6	10	41	0	0	魔蜂	
6	10	42	0	0	火龙	
6	10	43	0	0	山猫	
6	10	44	0	0	恶鬼头	
6	10	45	0	0	精魂	
6	10	46	0	0	鱼人	
6	10	47	0	0	变异种	
6	10	48	0	0	菇劣蛙	
6	10	49	0	0	异型	
6	10	50	0	0	魔法师	
6	10	51	0	0	双蝶虫	
6	10	52	0	0	瘟疫巨兰	
6	10	53	0	0	死灵之眼	
6	10	54	0	0	迅争蜘侍	
6	10	55	0	0	赛蛇	
6	10	56	0	0	地精	
6	10	57	0	0	毛乃伊	
6	10	58	0	0	僵尸	
6	10	59	0	0	忍者	
6	10	60	0	0	海魔	
6	10	61	0	0	鬼翅鸟	
6	10	62	0	0	恶魔蝙蝠	
6	10	63	0	0	食人象	
6	10	64	0	0	黑豹	
6	10	65	0	0	战斗苔藓	
6	10	66	0	0	狮鹫	
6	10	67	0	0	盐龙	
6	10	68	0	0	菇死龙	
6	10	69	0	0	石化狮	
6	10	70	0	0	双足狮鹫	
6	10	71	0	0	双头豹	
6	10	72	0	0	雄鹰	
6	10	73	0	0	野人	
6	10	74	0	0	三比目	
6	10	75	0	0	水兽	
6	10	76	0	0	喊怪	
6	10	77	0	0	水魔兽	
6	10	78	0	0	珊瑚怪	
6	10	79	0	0	菇麦鱼	
6	10	80	0	0	蓝王	
6	10	81	0	0	海马王	
6	10	82	0	0	飞马	
6	10	83	0	0	独麦兽	
6	10	84	0	0	苔藓战士	
6	10	85	0	0	三头龙	
6	10	86	0	0	羽头人	
6	10	87	0	0	三生怪	
6	10	88	0	0	武士	
6	10	89	0	0	恶魔	
6	10	90	0	0	鱼魔	
6	10	91	0	0	天羽	
6	10	92	0	0	飞天蟹	
6	10	93	0	0	蛇人战士	
6	10	94	0	0	植物元素	
6	10	95	0	0	角藤怪	
6	10	96	0	0	食鲁者	
6	10	97	0	0	亡灵马	
6	10	98	0	0	德克萨斯	
6	10	99	0	0	聪旦	
7	0	0	64	50	巴雷特:新来的,跟着我.	
7	0	1	64	56	哨兵:入侵者!!	
7	0	2	64	56	哨兵:入侵者!!	
7	0	3	64	56	皮克斯:哇!你原来曾经是军人?这种人可不常见	
7	0	4	64	57	杰森:士兵?那不是军人吗?他为什么和我们雪崩组织在一起?	
7	0	5	64	56	皮克斯:别这样,杰森.他曾经是个军人,但是已经退役,现在是我们的一份子了!对了,还不知道你的名字呢...	
7	0	6	64	49	克劳德:...克劳德.	
7	0	7	64	56	皮克斯:克劳德?嗯?我是...	
7	0	8	64	49	克劳德:我对你的名字不感兴趣.这次任务一结束,我就要离开这里.	
7	0	9	64	50	巴雷特:该死,你们都在这里干吗?我想我说过吧,不要一起行动!我们的目标是北边的魔晃炉.我们在炉前的桥上碰头.	
7	0	10	64	50	巴雷特:退役军人,嗯?不太可靠	
7	0	11	64	48	威治:我负责看守后路.集中精神完成任务,克劳德,我们真的要把这巨大的炉子炸掉了?一定很够瞧的!	
